product_id,product_name,category,brand,price,cost
P00343,鹿屿面霜3代,美妆,鹿屿,193.26,126.43
P00344,宅研收纳柜4代,家居,宅研,772.29,608.23
P00345,柔光靠垫2代,家居,柔光,460.90,249.89
P00346,初白粉底液1代,美妆,初白,281.41,224.91
P00347,鹿屿口红4代,美妆,鹿屿,164.19,127.01
P00348,云上连衣裙2代,服饰,云上,745.19,559.65
P00349,花漾洁面乳3代,美妆,花漾,73.02,52.33
P00350,花漾面霜5代,美妆,花漾,442.30,232.95
P00351,简衣连衣裙2代,服饰,简衣,278.91,226.50
P00352,晨芯蓝牙耳机2代,数码,晨芯,6999.00,4323.03
P00353,清颜精华液1代,美妆,清颜,95.59,67.30
P00354,新知小说6代,图书,新知,138.49,105.37
P00355,住造台灯3代,家居,住造,576.94,348.13
P00356,森木卫衣2代,服饰,森木,265.19,149.73
P00357,味来速溶咖啡3代,食品,味来,279.57,174.27
P00358,云上卫衣3代,服饰,云上,837.38,640.07
P00359,安心宝积木6代,母婴,安心宝,686.80,418.70
P00360,鹿屿防晒霜2代,美妆,鹿屿,120.22,95.42
P00361,晨芯显示器3代,数码,晨芯,3822.19,3005.55
P00362,墨舟小说3代,图书,墨舟,32.76,26.01
P00363,麦禾酸奶1代,食品,麦禾,208.50,126.59
P00364,小方冰箱4代,家电,小方,1105.87,705.15
P00365,云上卫衣3代,服饰,云上,171.15,132.17
P00366,云上休闲裤5代,服饰,云上,179.73,109.19
P00367,花漾洁面乳6代,美妆,花漾,226.40,121.45
P00368,森木卫衣2代,服饰,森木,345.46,231.32
P00369,新知历史书2代,图书,新知,135.73,107.43
P00370,兰沁面霜5代,美妆,兰沁,207.15,110.26
P00371,谷小满坚果礼盒5代,食品,谷小满,109.22,74.11
P00372,云上休闲裤4代,服饰,云上,163.91,131.42
P00373,山田记曲奇饼干4代,食品,山田记,116.35,72.01
P00374,简衣休闲裤6代,服饰,简衣,123.92,91.12
P00375,风速篮球1代,运动,风速,157.66,116.50
P00376,轻跑瑜伽垫6代,运动,轻跑,2334.59,1322.50
P00377,森木卫衣3代,服饰,森木,220.25,121.78
P00378,智造者蓝牙耳机6代,数码,智造者,839.87,529.71
P00379,味来坚果礼盒3代,食品,味来,107.62,87.59
P00380,晨芯路由器5代,数码,晨芯,1114.75,868.10
P00381,山田记茶叶4代,食品,山田记,163.08,107.96
P00382,青卷管理书2代,图书,青卷,47.19,27.48
P00383,新知小说4代,图书,新知,135.75,79.34
P00384,暖芽儿童餐椅2代,母婴,暖芽,467.01,244.42
P00385,智造者智能手表3代,数码,智造者,3259.57,1875.90
P00386,山田记酸奶4代,食品,山田记,92.03,52.13
P00387,花漾粉底液5代,美妆,花漾,87.76,54.72
P00388,轻跑哑铃6代,运动,轻跑,1148.69,902.40
P00389,麦禾酸奶1代,食品,麦禾,35.39,26.91
P00390,青禾休闲裤4代,服饰,青禾,718.56,470.48
P00391,简衣外套1代,服饰,简衣,378.06,308.05
P00392,山田记坚果礼盒5代,食品,山田记,89.19,69.06
P00393,花漾面霜1代,美妆,花漾,152.38,115.86
P00394,麦禾牛肉干2代,食品,麦禾,122.54,74.80
P00395,山田记茶叶6代,食品,山田记,56.60,32.73
P00396,青禾外套1代,服饰,青禾,295.71,183.53
P00397,云上衬衫3代,服饰,云上,444.72,331.49
P00398,晨芯平板电脑3代,数码,晨芯,6999.00,5644.24
P00399,小树苗儿童餐椅4代,母婴,小树苗,772.90,414.12
P00400,智造者平板电脑1代,数码,智造者,1643.97,1115.04
P00401,远读历史书1代,图书,远读,116.57,75.93
P00402,山野瑜伽垫1代,运动,山野,980.57,661.72
P00403,初白洁面乳3代,美妆,初白,106.48,66.33
P00404,轻跑运动背包4代,运动,轻跑,692.81,464.99
P00405,北岸衬衫3代,服饰,北岸,252.93,192.02
P00406,智造者显示器5代,数码,智造者,7115.27,4137.18
P00407,亲贝纸尿裤2代,母婴,亲贝,657.29,453.40
P00408,山野骑行头盔4代,运动,山野,528.80,418.48
P00409,初白口红5代,美妆,初白,500.20,292.90
P00410,谷小满坚果礼盒1代,食品,谷小满,83.92,45.07
P00411,宅研餐具套装5代,家居,宅研,355.04,190.80
P00412,云启显示器3代,数码,云启,908.57,572.07
P00413,鹿屿防晒霜1代,美妆,鹿屿,71.43,40.31
P00414,简衣运动鞋3代,服饰,简衣,184.37,150.29
P00415,云上运动鞋4代,服饰,云上,677.42,515.69
P00416,味来茶叶5代,食品,味来,48.97,31.82
P00417,鲜语茶叶2代,食品,鲜语,51.43,37.53
P00418,森木连衣裙1代,服饰,森木,68.24,37.54
P00419,森木休闲裤3代,服饰,森木,899.00,569.77
P00420,兰沁防晒霜2代,美妆,兰沁,123.99,89.61
P00421,晴舍收纳柜6代,家居,晴舍,736.82,470.73
P00422,麦禾坚果礼盒1代,食品,麦禾,67.51,54.51
P00423,兰沁粉底液2代,美妆,兰沁,118.82,93.77
P00424,味来茶叶3代,食品,味来,161.01,129.49
P00425,谷小满速溶咖啡2代,食品,谷小满,95.23,62.41
P00426,住造收纳柜1代,家居,住造,740.81,561.07
P00427,跃动骑行头盔4代,运动,跃动,1820.96,962.97
P00428,住造台灯4代,家居,住造,150.66,86.07
P00429,鹿屿洁面乳3代,美妆,鹿屿,141.69,102.33
P00430,花漾洁面乳6代,美妆,花漾,201.17,162.88
P00431,云启蓝牙耳机2代,数码,云启,777.34,483.75
P00432,智造者机械键盘1代,数码,智造者,2945.37,1558.98
P00433,山田记茶叶4代,食品,山田记,187.52,132.63
P00434,兰沁洁面乳1代,美妆,兰沁,80.46,58.83
P00435,极客派平板电脑1代,数码,极客派,4482.45,2711.05
P00436,青卷小说3代,图书,青卷,54.13,39.73
P00437,极客派智能手表3代,数码,极客派,486.47,333.36
P00438,青禾休闲裤2代,服饰,青禾,235.41,127.57
P00439,晴舍台灯6代,家居,晴舍,691.99,455.63
P00440,跃动哑铃5代,运动,跃动,1213.74,938.48
P00441,简衣连衣裙3代,服饰,简衣,479.95,309.29
P00442,轻跑瑜伽垫3代,运动,轻跑,437.52,230.76
P00443,麦禾茶叶2代,食品,麦禾,114.94,78.52
P00444,鹿屿面霜1代,美妆,鹿屿,347.30,241.54
P00445,木里餐具套装4代,家居,木里,394.80,303.56
P00446,青禾衬衫3代,服饰,青禾,347.39,223.29
P00447,暖芽婴儿推车1代,母婴,暖芽,138.69,110.82
P00448,星联蓝牙耳机5代,数码,星联,1186.99,808.51
P00449,澄光洗衣机6代,家电,澄光,694.65,426.09
P00450,初白口红6代,美妆,初白,392.44,312.73
P00451,青禾卫衣6代,服饰,青禾,899.00,640.27
P00452,北岸连衣裙1代,服饰,北岸,500.71,292.95
P00453,森木连衣裙6代,服饰,森木,681.63,500.78
P00454,亲贝婴儿推车1代,母婴,亲贝,829.91,542.10
P00455,星联机械键盘4代,数码,星联,2795.93,1533.61
P00456,暖芽儿童湿巾5代,母婴,暖芽,400.05,266.13
P00457,北岸衬衫1代,服饰,北岸,376.29,236.32
P00458,木里靠垫3代,家居,木里,258.62,151.68
P00459,北岸衬衫2代,服饰,北岸,413.50,220.53
P00460,轻跑哑铃2代,运动,轻跑,1571.93,944.99
P00461,柔光台灯4代,家居,柔光,492.57,391.46
